"Can nod add order history.","Impossible d'ajouter l'historique de commande."
"Can not add new comment.","Impossible d'ajouter un commentaire."
"Can not add tracking number.","Impossible d'ajouter un numéro de suivi."
"Can not create block ""%s""","Impossible de créer le bloc ""%s"""
"Can not delete tracking number.","Impossible d'effacer le numéro de suivi."
"Can not do credit memo for order","Impossible de créer un avoir pour la commande."
"Can not do invoice for order","Impossible de créer une facture pour la commande."
"Can not do shipment for order.","Impossible de créer la livraison pour la commande."
"Can not initialize shipment for adding tracking number.","Impossible d'initialiser l'expédition pour ajouter le numéro de suivi."
"Can not initialize shipment for delete tracking number.","Impossible d'initialiser l'expédition pour effacer le numéro de suivi."
"Can not load track with retrieving identifier.","Impossible de charger le suivi avec l'identifiant récupéré."
"Can not register existing creditmemo","Impossible d'enregistrer un avoir existant."
"Can not register existing invoice","Impossible d'enregistrer une facture existante."
"Can not register existing shipment","Impossible d'enregistrer une livraison existante."
"Can not retrieve tracking number detail.","Impossible de récupérer le détail du suivi."
"Can not save creditmemo","Impossible de sauvegarder l'avoir."
"Can not save invoice","Impossible de sauvegarder la facture."
"Can not save shipment.","Impossible de sauvegarder la livraison."
"Can not send shipment information.","Impossible d'envoyer l'information de livraison"
"Can not update item qty","Impossible de mettre à jour la quantité de l'article."
"Can\'t get order instance","Impossible de récupérer l\'instance de commande"
"Cancel","Annuler"
"Canceled","Annulé"
"Capture","Collecter"
"Capture Amount","Collecter le montant"
"Carrier","Transporteur"
"Catalog prices include tax","Les prix catalogue incluent les taxes"
"Change Status","Modifier le statut"
"Checkout totals sort order","Ordre de tri des totaux de commande"
"Click to change shipping method","Cliquer pour changer le mode de livraison"
"Closed","Fermé"
"Comment","Commentaire"
"Comment Text","Texte du commentaire"
"Comment text field can not be empty.","Le champ du commentaire ne peut pas être vide."
"Comments History","Historique de commentaires"
"Complete","Terminée"
"Country","Pays"
"Coupons","Bons de réduction"
"Create","Créer"
"Create New Customer","Créer un nouveau client"
"Create New Order","Créer une nouvelle commande"
"Create New Order for %s","Créer une nouvelle commande pour %s"
"Create New Order for %s in %s","Créer une nouvelle commande pour %s dans %s"
"Create New Order for New Customer","Créer une nouvelle commande pour un nouveau client"
"Create New Order for New Customer in %s","Créer une nouvelle commande pour un nouveau client dans %s"
"Create Shipment","Créer la livraison"
"Created At","Créé le"
"Credit Memo","Avoir"
"Credit Memo #","N° d'avoir"
"Credit Memo #","N° d'avoir"
"Credit Memo Comment Email Sender","Expéditeur du mail de commentaire d'avoir"
"Credit Memo Comment Email Template","Gabarit de mail de commentaire d'avoir"
"Credit Memo Comments","Commentaires d'avoir"
"Credit Memo email not sent","Mail d'avoir non envoyé"
"Credit Memo Email Sender","Expéditeur du mail d'avoir"
"Credit Memo email sent","Mail d'avoir envoyé"
"Credit Memo Email Template","Gabarit de mail d'avoir"
"Credit Memo total must be positive.","Le total de l'avoir doit être positif"
"Credit Memos","Avoirs"
"Creditmemo","Avoir"
"Creditmemo cancel error.","Erreur lors de l'annulation de l'avoir"
"Creditmemo void error","Erreur lors de l'invalidation de l'avoir"
"Creditmemo was successfully canceled.","L'avoir a bien été annulé."
"Creditmemo was successfully created","L'avoir a bien été créé."
"Creditmemo was successfully voided","L'avoir a bien été invalidé."
"Creditmemos","Avoirs"
"Custom Value","Valeur personnalisée"
"Customer","Client"
"Customer group","Groupe clients"
"Customer Group","Groupe de clients"
"Customer Name","Nom du client"
"Date","Date"
"Date Shipped","Date d'expédition"
"Delete","Supprimer"
"Delete Image","Effacer l'image"
"Discount","Remise"
"Discount","Remise"
"Discount :","Remise :"
"Discount (%s)","Remise (%s)"
"Discount Amount","Remise"
"Document","Document"
"Edit","Éditer"
"Edit Order #%s","Modifier la commande #%s"
"Email","Email"
"Email Copy of Credit Memo","Envoyer une copie de l'avoir par mail"
"Email Copy of Invoice","Envoyer une copie de la facture par mail"
"Email Copy of Shipment","Envoyer une copie de la livraison par mail"
"Email Order Confirmation","Envoyer la confirmation de commande par mail"
"First Name","Prénom"
"From","Entre"
"From Name","De la part de"
"From:","De :"
"G.T. (Base)","Montant total<br/>(Devise de base)"
"G.T. (Purchased)","Montant total<br/>(Devise de la commande)"
"Get shipping methods and rates","Récupérer les modes de livraison et les taux"
"Gift","Cadeau"
"Gift Certificate","Chèque cadeau"
"Gift Message","Message du cadeau"
"Gift Message for Entire Order","Message cadeau pour toute la commande"
"Gift Message for this Order","Message cadeau pour cette commande"
"Grand Total","Montant global"
"Grand Total to be charged","Total à facturer"
"Grand Total:","Montant global :"
"Guest","Invité"
"Hold","Traiter"
"Hold action is not available","L'action traiter n'est pas disponible"
"ID","ID"
"Information","Information"
"Invalid qty to invoice item ""%s""","Quantité à facturer invalide pour l'article ""%s"""
"Invalid qty to refund item ""%s""","Quantité à rembourser invalide pour l'article ""%s"""
"Invalid qty to ship for item ""%s""","Quantité à livrer invalide pour l'article ""%s"""
"Invoice","Facture"
"Invoice #","N° de facture"
"Invoice # ","Facture n° "
"Invoice #","N° de facture"
"Invoice #%s","Facture N°%s"
"Invoice # %s","Facture n° %s"
"Invoice and Packing Slip Design","Design pour les factures et bordereaux de livraison"
"Invoice cancel error.","Erreur lors de l'annulation de la facture"
"Invoice capture error","Erreur lors de la collecte de la facture"
"Invoice Comment Email Sender","Expéditeur du mail de commentaire de facture"
"Invoice Comment Email Template","Gabarit de mail commentaire de facture"
"Invoice Comments","Commentaires de facture"
"Invoice Date","Date de facturation"
"Invoice email not sent","Mail de facture non envoyé"
"Invoice Email Sender","Expéditeur du mail de facture"
"Invoice email sent","Mail de facture envoyé"
"Invoice Email Template","Gabarit mail de facture"
"Invoice void error","Erreur lors de l'invalidation de la facture"
"Invoice was successfully canceled.","La facture a bien été annulée."
"Invoice was successfully captured","La facture a bien été invalidée."
"Invoice was successfully created","La facture a bien été créée."
"Invoice was successfully voided","La facture a bien été invalidée."
"Invoiced","Facturé"
"Invoices","Factures"
"Item","Article"
"Item qty declare error","Erreur de déclaration de la quantité d'articles"
"Item Status","Statut de l'article"
"Items Invoiced","Articles facturés"
"Items Ordered","Articles commandés"
"Items Refunded","Articles remboursés"
"Items Shipped","Articles expédiés"
"Items to Invoice","Articles à facturer"
"Items to Refund","Articles à rembourser"
"Items to Ship","Articles à expédier"
"Last Name","Nom de famille"
"Last ordered items","Derniers articles commandés"
"Link to the new order","Lier à la nouvelle commande"
"Link to the previous order","Lier à la commande précédente"
"Logo (200x50)","Logo (200x50)"
"Message","Message"
"Message:","Message :"
"Mixed","Assortiment"
"My Orders","Mes commandes"
"My Orders - Details","Mes commandes - Détails"
"New Credit Memo","Nouvel avoir"
"New Invoice","Nouvelle facture"
"New Invoice for Order #%s","Nouvelle facture pour la commande n°%s"
"New order","Nouvelle commande"
"New Order Confirmation Email Sender","Expéditeur du mail de confirmation de commande"
"New Order Confirmation Template","Gabarit de confirmation nouvelle commande"
"New Order RSS","RSS de nouvelles commandes"
"New Shipment","Nouvelle livraison"
"New Status","Nouveau statut"
"Newsletter Subscription","Inscription à la newsletter"
"No detail for number ""%s""","Aucun détail pour le numéro ""%s"""
"No items","Aucun article"
"No ordered items","Aucun article commandé"
"No Payment Methods","Aucun mode de paiement"
"Not Notified","Non alerté"
"Notified","Alerté"
"Notify Customer","Avertir le client"
"Number","Numéro"
"On Hold","En cours de traitement"
"Order","Commande"
"Order #","N° de commande"
"Order #","N° de commande"
"Order # %s","Commande N°%s"
"Order # %s | Order Date %s","Commande n°%s | Datant du %s"
"Order #%s","Commande N°%s"
"Order #%s - %s","Commande N°%s - <small><em>%s</em></small>"
"Order Comment","Commentaire de la commande"
"Order Comment Email Sender","Expéditeur du mail de commentaire de commande"
"Order Comment Email Template","Gabarit de mail de commentaire de commande"
"Order Comments","Commentaires de commande"
"Order Currency:","Devise de la commande :"
"Order Date","Date de commande"
"Order Date: ","Date de commande :"
"Order Date: %s","<strong>Date de commande :</strong> %s"
"Order Details","Détails de la commande"
"Order Grand Total","Montant global"
"Order History","Historique"
"Order Information","Informations commande"
"Order not longer exist","La commande n'existe plus"
"Order not longer exist.","La commande n'existe plus."
"Order saving error: %s","Erreur lors de la sauvegarde de la commande : %s"
"Order Status","Statut"
"Order Subtotal","Sous-total de la commande"
"Order Subtotal:","Sous-total de la commande :"
"Order Total","Total de la commande"
"Order Totals","Totaux commandes"
"Order Update","Mise à jour de commande"
"Order Update (Credit Memo)","Mise à jour de commande (avoir)"
"Order Update (Invoice)","Mise à jour de commande (facture)"
"Order Update (Shipment)","Mise à jour de commande (livraison)"
"Order View","Consultation de commande"
"Order was not cancelled.","La commande n'a pas été annulée."
"Order was not put on hold.","La commande n'a pas été mis en traitement"
"Order was not unholded.","La commande n'a pas été libérée."
"Order was placed using %s","La commande a été passée dans la devise : %s"
"Order was successfully cancelled.","La commande a bien été annulée."
"Order was successfully put on hold.","La commande a bien été mise en traitement"
"Order was successfully unholded.","La commande a bien été libérée."
"Ordered","Commandé"
"Orders","Commandes"
"Orders was canceled","Les commandes ont été annulées."
"Orders was successfully put on hold","Les commandes ont bien été mises en traitement"
"Orders was unholded","Les commandes ont été libérées."
"Original Price","Prix d'origine"
"Packingslip # ","N° de bordereau de livraison"
"Paid","Payé"
"Paid Amount","Montant réglé"
"Partial","Partiel"
"Payment Information","Informations de paiement"
"Payment Method","Mode de paiement"
"PDF Credit Memos","Avoirs PDF"
"PDF Invoices","Factures PDF"
"PDF Packingslips","Bordereaux de livraison PDF"
"Pending","En attente"
"Please enter positive number in this field.","Veuillez saisir un nombre positif dans ce champ."
"Please select a customer","Veuillez sélectionner un client"
"Please select a store","Veuillez sélectionner un magasin"
"Please select products to add","Veuillez sélectionner les produits à ajouter"
"Price","Prix"
"Print","Imprimer"
"Print All","Tout imprimer"
"Print All Invoices","Imprimer toutes les factures"
"Print All Refunds","Imprimer tous les remboursements"
"Print All Shipments","Imprimer toutes les livraisons"
"Print Credit Memos","Imprimer les avoirs"
"Print Invoice","Imprimer la facture"
"Print Invoices","Imprimer les factures"
"Print Packingslips","Imprimer les bordereaux de livraison"
"Print Refund","Imprimer le remboursement"
"Print Shipment","Imprimer la livraison"
"Processing","En cours de traitement"
"Processing data problem","Problème de traitement de données"
"Product","Produit"
"Product Name","Nom de produit"
"Products","Produits"
"Products in Compare List","Produits dans la liste de comparaison"
"Purchased From","Acheté sur"
"Purchased from (store)","Acheté sur"
"Purchased On","Date d'achat"
"QTY","Qté"
"Qty","Qté"
"Qty Canceled","Qté annulée"
"Qty Invoiced","Qté facturée"
"Qty Ordered","Qté commandée"
"Qty Shipped","Qté livrée"
"Qty To Add","Qté à ajouter"
"Qty to Invoice","Qté à facturer"
"Qty to Refund","Qté à rembourser"
"Qty to Ship","Qté à expédier"
"Recent Orders","Commandes récentes"
"Recently Compared Products","Produits récemment comparés"
"Recently Viewed","Vu récemment"
"Recently Viewed Products","Produits récemment consultés"
"Refresh","Rafraîchir"
"Refund","Rembourser"
"Refund #","Remboursement n°"
"Refund #%s","Remboursement n°%s"
"Refund Amount","Montant du remboursement"
"Refund Offline","Remboursement hors ligne"
"Refund Shipping","Rembourser la livraison"
"Refund Totals","Totaux de remboursement"
"Refunded","Remboursé"
"Refunds","Remboursements"
"Remove","Supprimer"
"Remove Coupon Code","Supprimer le code de bon de réduction"
"Reorder","Renouveler la commande"
"Returned","Retourné"
"Row Subtotal","Sous-total de ligne"
"Row Total","Total ligne"
"Sales","Ventes"
"Sales Emails","Mails des ventes"
"Same As Billing Address","Identique à l'adresse de facturation"
"Select from existing customer addresses:","Sélectionner d'une adresse client existante"
"Send Credit Memo Comment Email Copy To","Envoyer une copie du mail de commentaire d'avoir à"
"Send Credit Memo Email Copy To","Envoyer une copie du mail d'avoir à"
"Send Invoice Comment Email Copy To","Envoyer une copie du mail de commentaire de facture à"
"Send Invoice Email Copy To","Envoyer une copie du mail de facture à"
"Send Order Comment Email Copy To","Envoyer une copie du mail de commentaire de commande à"
"Send Order Email Copy To","Envoyer une copie du mail de commande à"
"Send Shipment Comment Email Copy To","Envoyer une copie du mail de commentaire de livraison"
"Send Shipment Email Copy To","Envoyer une copie du mail de livraison à"
"Send Tracking Information","Envoyer les informations de suivi"
"separate by "",""","séparé par des "","""
"Ship","Expédier"
"Ship to","Livrer à"
"Ship to First name","Prénom (Livr.)"
"Ship to First Name","Prénom (Livr.)"
"Ship to Last name","Nom de famille (Livr.)"
"Ship to Name","Nom (Livr.)"
"SHIP TO:","LIVRER A :"
"Shipment","Livraison"
"Shipment #","Expédition N°"
"Shipment #%s","Livraison n°%s"
"Shipment Comment Email Sender","Expéditeur du mail de commentaire de livraison"
"Shipment Comment Email Template","Gabarit du mail de commentaire de livraison"
"Shipment Comments","Commentaires de livraison"
"Shipment email not sent","Mail de livraison non envoyé"
"Shipment Email Sender","Expéditeur du mail de livraison"
"Shipment email sent","Mail de livraison envoyé"
"Shipment Email Template","Gabarit de mail de livraison"
"Shipment was successfully created.","L'expédition a bien été créée"
"Shipment was successfully sent.","La livraison a bien été envoyée."
"Shipments","Expéditions"
"Shipped","Livré"
"Shipped By","Livré par"
"Shipping","Livraison"
"Shipping & Handling","Livraison et traitement"
"Shipping & Handling:","Livraison et traitement :"
"Shipping &amp; Handling","Livraison &amp; Traitement"
"Shipping &amp; Handling Information","Informations de livraison et de traitement"
"Shipping Address","Adresse de livraison"
"Shipping Amount","Montant de la livraison"
"Shipping and Tracking Information","Informations de livraison et de suivi"
"Shipping Information","Informations de livraison"
"Shipping Method","Mode de livraison"
"Shipping Method:","Mode de livraison :"
"Shipping Refund","Remboursement de la livraison"
"Shopping Cart","Panier"
"Signed Up From","Inscrit sur"
"SKU","REF"
"Sku","Réf"
"SOLD TO:","VENDU A :"
"Some items have quantities exceeding allowed quantities. Please select a lower quantity to checkout.","Certains articles ont des quantités supérieures à celles autorisées. Veuillez saisir une quantité plus faible avant de régler."
"Sorry, no quotes are available for this order at this time.","Désolé, aucune estimation n'existe pour cette commande pour l'instant"
"State/Province","État/Région"
"Status","Statut"
"Store Credit","Carte de crédit du magasin"
"Submit Comment","Valider"
"Submit Credit Memo","Sauvegarder l'avoir"
"Submit Invoice","Sauvegarder la facture"
"Submit Order","Envoyer la commande"
"Submit Shipment","Valider l'expédition"
"Subscribe to Newsletter","S'abonner à la newsletter"
"Subscribe to Order Status","S'abonner au statut de commande"
"Subtotal","Sous-total"
"Subtotal:","Sous-total :"
"Tax","TVA"
"Tax Amount","Montant TVA"
"Tax Based On","Taxe basée sur"
"Tax Calculation","Calcul des taxes"
"Tax Class for Shipping","Classe de taxe pour la livraison"
"Telephone","Téléphone"
"The item %s (SKU %s) doesn\'t exist in the catalog anymore","L\'article %s (SKU %s) n\'existe plus dans le catalogue"
"There are no printable documents related to selected orders","Il n'y a pas de documents imprimables en relation avec les commandes sélectionnées"
"This order no longer exists.","Cette commande n'existe plus."
"Title","Titre"
"To","Et"
"To Name","Pour (nom)"
"To:","À :"
"Total %d product(s)","%s produit(s)"
"Total Due","Total dû"
"Total Paid","Total payé"
"Total Qty","Qté totale"
"Total Refund","Remboursement total"
"Total Refunded","Total remboursé"
"Total Shipping Charges %s","Total des charges de livraison %s"
"Total(ex)","Total(ex)"
"Total(inc)","Total(inc)"
"Track all shipment(s)","Suivre toutes les livraisons"
"Track all shipments","Suivre toutes les livraisons"
"Track Order","Suivre la commande"
"Track this shipment","Suivre cette livraison"
"Track your order","Suivre votre commande"
"Tracking Number","Numéro de suivi"
"Tracking number can not be empty.","Le numéro de suivi ne peut pas être vide"
"Tracking Number(s)","Numéro(s) de suivi"
"Unhold","Fin de traitement"
"Unknown State","État inconnu"
"Unknown Status","Statut inconnu"
"Update Changes","Mettre à jour les modifications"
"Update Items and Qty's","Mettre à jour les articles et quantités"
"Update Qty's","Mettre à jour les quantités"
"Update Qty\'s","Mettre à jour les quantités"
"View","Voir"
"View All","Tout voir"
"View Order","Voir la commande"
"Void","Invalider"
"Website","Site web"
"Wishlist","Liste d'envies"
"You have placed no orders.","Vous n'avez pas passé de commande."
"You need specify carrier.","Vous devez spécifier un transporteur."
"ZIP/Post Code","Code postal"
